mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__random_strength,param_model__learning_rate,param_model__l2_leaf_reg,param_model__iterations,param_model__depth,param_model__bagging_temperature,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.5895267486572265,0.1235754435353208,0.007662200927734375,0.0013149520329483089,1.0,0.05,3,600,4,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 600, 'model__depth': 4, 'model__bagging_temperature': 0.5}",0.05689336825997604,0.28512692662304173,-0.037220275205315456,0.006144352791205732,0.35441810336052526,0.13307249516588665,0.15686176636538696,6,-0.6512432828616054,-0.5674895969089612,-0.5953795612646692,-0.5566836809967032,-0.537981423192083,-0.5817555090448043,0.039401646950063075,4,-0.7944855404896216,-0.7234181055551699,-0.8114535678020354,-0.6811260252958424,-0.7177466224693217,-0.7456459723223982,0.04929750174020585,5
5.914493656158447,2.1508501878116375,0.00708155632019043,0.002010794589191229,0.5,0.1,5,200,10,0.5,"{'model__random_strength': 0.5, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 5, 'model__iterations': 200, 'model__depth': 10, 'model__bagging_temperature': 0.5}",0.06479984966874253,0.14308970682740096,0.15356063424807198,0.033676839383503854,0.21489181993304263,0.12200377001215239,0.0650270365414571,8,-0.6364796284081308,-0.6069883863956652,-0.5490673201980081,-0.5633970174337118,-0.5971813710853577,-0.5906227447041748,0.031246750622468546,6,-0.7911482688870297,-0.7920317369212363,-0.7330373471322695,-0.6716252482981087,-0.7915169817220759,-0.755871916592144,0.04783605959241472,8
1.1048900604248046,0.4394593762566988,0.0049266815185546875,0.0019411351328251245,1.0,0.02,10,200,8,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.02, 'model__l2_leaf_reg': 10, 'model__iterations': 200, 'model__depth': 8, 'model__bagging_temperature': 0.5}",0.05009485119505419,0.10062990938263816,0.1509279190876821,0.07009967691278274,0.21566505351442955,0.11748348201851735,0.05971372842727599,9,-0.6409364273585794,-0.612001172041654,-0.5743098638081289,-0.5566909697635294,-0.589988153381345,-0.5947853172706473,0.029393015856541378,9,-0.7973439788678166,-0.8114170418012312,-0.7341764601621239,-0.658846160025699,-0.7911271129797924,-0.7585821507673326,0.0563845460685785,9
1.1136263847351073,0.42055416322556405,0.003774547576904297,0.0018085470885520238,0.0,0.03,3,200,8,0.5,"{'model__random_strength': 0.0, 'model__learning_rate': 0.03, 'model__l2_leaf_reg': 3, 'model__iterations': 200, 'model__depth': 8, 'model__bagging_temperature': 0.5}",0.010564663169857047,0.218913670861007,0.14356754140696948,0.09589852373583418,0.2410659821127734,0.14200207625728822,0.0838246176527881,5,-0.6529061652459783,-0.5819259657823419,-0.5445615579405644,-0.5219735912440678,-0.5735130055938783,-0.5749760571613661,0.04440235726169254,2,-0.8137655613880619,-0.7561786699945836,-0.7373517827181966,-0.6496424700688711,-0.7782112336622713,-0.747029943566397,0.05493196068770008,6
0.40790252685546874,0.11520663326214065,0.00817403793334961,0.0029102029063242858,0.0,0.05,3,200,6,1.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 200, 'model__depth': 6, 'model__bagging_temperature': 1.0}",-0.0928920174704615,0.31371588081595936,0.13086720318451706,-0.014662501171398556,0.29736184486809514,0.1268780820453423,0.1626785928520644,7,-0.7050742622393376,-0.5828114992690068,-0.5631701806923104,-0.5706239750327449,-0.5725678861505492,-0.5988495606767897,0.05348146387806075,10,-0.8552522493862037,-0.7088051740331196,-0.742798887271272,-0.6882189473423767,-0.7487922667230197,-0.7487735049511983,0.05768490504188718,7
2.231447219848633,0.9472963111063739,0.0069351673126220705,0.0012929515066388792,0.5,0.1,7,400,8,0.0,"{'model__random_strength': 0.5, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 7, 'model__iterations': 400, 'model__depth': 8, 'model__bagging_temperature': 0.0}",0.011730955764307494,0.27015877836793567,0.12299144950892471,0.031815011124288306,0.32697075521733665,0.15273338999655856,0.12612288064085414,2,-0.6564832669105364,-0.5834479787943878,-0.5508592405004592,-0.5518325860773003,-0.5514852337653617,-0.5788216612096091,0.04076840744564113,3,-0.8132858086639356,-0.7309524041028636,-0.7461567791514322,-0.6722719517934326,-0.7328455476674965,-0.7391024982758321,0.04499960406023398,3
3.1895525455474854,1.2413687800632587,0.005498170852661133,0.001331117100384009,1.0,0.02,7,600,8,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.02, 'model__l2_leaf_reg': 7, 'model__iterations': 600, 'model__depth': 8, 'model__bagging_temperature': 0.5}",0.042359334503342616,0.21456425524935918,0.19352510612286056,0.0884463638322821,0.2904849179136426,0.1658759955242974,0.08934664728427934,1,-0.6403698703274056,-0.5882966962434919,-0.5324765585603015,-0.5400796136525695,-0.5664032883129312,-0.5735252054193399,0.03883484746641256,1,-0.8005839663474975,-0.7582811069156137,-0.715523004775641,-0.6523143517548137,-0.7524476698058647,-0.7358300199198861,0.04972024309292897,1
1.2185673236846923,0.33248267049024754,0.007182073593139648,0.0008044135647541509,0.0,0.05,5,600,6,0.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 600, 'model__depth': 6, 'model__bagging_temperature': 0.0}",0.012740630187728419,0.34628181448742945,0.11107670278989534,-0.011692190583692419,0.30167842716440885,0.15201707680915394,0.1469776004253693,3,-0.6750745054217503,-0.5718948139179639,-0.5689767581400984,-0.574014141607977,-0.5705933383742741,-0.5921107114924127,0.04151466392272665,7,-0.8128702519251882,-0.6917834816170889,-0.7512081993205754,-0.6872108671795268,-0.7464886607129227,-0.7379122921510605,0.045972889041460324,2
0.20651392936706542,0.041117327269495144,0.008113241195678711,0.004366222951209734,0.0,0.05,7,200,4,1.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 7, 'model__iterations': 200, 'model__depth': 4, 'model__bagging_temperature': 1.0}",-0.09251530669372321,0.3510259286696258,0.1282420378257274,0.08087505114514237,0.26622770809884877,0.14677108380912424,0.1535796315150369,4,-0.7179141510287046,-0.5498835910460209,-0.5667785280275549,-0.5309305727615666,-0.5780615322906762,-0.5887136750309047,0.0665342680837728,5,-0.8551048375183177,-0.6892687314603485,-0.7439198320171366,-0.6550177926699798,-0.7652020765459099,-0.7417026540423385,0.06881972883086955,4
17.54378843307495,6.567276811381314,0.004993820190429687,0.003133645241509687,1.0,0.1,5,600,10,1.0,"{'model__random_strength': 1.0, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 5, 'model__iterations': 600, 'model__depth': 10, 'model__bagging_temperature': 1.0}",0.012346930866365291,0.1369137240028907,0.14270895324832766,0.060969326021064196,0.2114864859600687,0.11288508401974331,0.06927083274780306,10,-0.6581466463233079,-0.6018717554089517,-0.55907140620445,-0.5518777610018571,-0.5917269022612038,-0.5925388942399541,0.03785641101218402,8,-0.8130323139818487,-0.7948808054519664,-0.7377212940052654,-0.6620727438513831,-0.7932316901647769,-0.7601877694910482,0.05517128618610018,10
