mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__random_strength,param_model__learning_rate,param_model__l2_leaf_reg,param_model__iterations,param_model__depth,param_model__bagging_temperature,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
1.9344165802001954,0.5532296643563516,0.007076883316040039,0.005701935549079902,1.0,0.05,3,600,4,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 600, 'model__depth': 4, 'model__bagging_temperature': 0.5}",0.39473684210526316,0.5263157894736842,0.5789473684210527,0.47368421052631576,0.2894736842105263,0.4526315789473684,0.10178462950428271,6,0.3850415512465374,0.5325358851674642,0.544198333672018,0.4313450292397661,0.25081843364391837,0.4287878465939408,0.10740263080663741,8
32.54602313041687,11.861844065048643,0.0031644821166992186,0.006328964233398437,0.5,0.1,5,200,10,0.5,"{'model__random_strength': 0.5, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 5, 'model__iterations': 200, 'model__depth': 10, 'model__bagging_temperature': 0.5}",0.42105263157894735,0.47368421052631576,0.5789473684210527,0.4473684210526316,0.34210526315789475,0.4526315789473684,0.07699336230698839,6,0.4291537267080745,0.49189489561006594,0.5478828650573803,0.413537855333521,0.3301549420937966,0.44252485696056765,0.07373430916622452,6
10.458214282989502,3.0002646503933974,0.0067577362060546875,0.0083807252714513,1.0,0.02,10,200,8,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.02, 'model__l2_leaf_reg': 10, 'model__iterations': 200, 'model__depth': 8, 'model__bagging_temperature': 0.5}",0.5526315789473685,0.42105263157894735,0.5263157894736842,0.42105263157894735,0.3157894736842105,0.4473684210526316,0.0848658710347216,8,0.557433056325023,0.42887921558281666,0.5227775320654577,0.37322654462242566,0.3142712550607288,0.4393175207312904,0.09058741318311449,7
10.384189414978028,2.931974204075105,0.0057694435119628905,0.005560683995156141,0.0,0.03,3,200,8,0.5,"{'model__random_strength': 0.0, 'model__learning_rate': 0.03, 'model__l2_leaf_reg': 3, 'model__iterations': 200, 'model__depth': 8, 'model__bagging_temperature': 0.5}",0.42105263157894735,0.42105263157894735,0.5789473684210527,0.42105263157894735,0.3684210526315789,0.44210526315789467,0.07139294719079231,9,0.42652084757347913,0.43407202216066476,0.5478828650573803,0.36772853185595566,0.3390092879256966,0.4230427109146353,0.07188891682552641,10
1.9855101585388184,0.757150946919322,0.007326936721801758,0.0068782800201647185,0.0,0.05,3,200,6,1.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 200, 'model__depth': 6, 'model__bagging_temperature': 1.0}",0.4473684210526316,0.6052631578947368,0.631578947368421,0.4473684210526316,0.3157894736842105,0.4894736842105263,0.1160284615002558,2,0.43934914686096044,0.6085470085470086,0.5935672514619883,0.413537855333521,0.24360902255639094,0.4597220569519738,0.1336534936999889,3
20.29169096946716,5.65535531225292,0.010148763656616211,0.008454515392565061,0.5,0.1,7,400,8,0.0,"{'model__random_strength': 0.5, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 7, 'model__iterations': 400, 'model__depth': 8, 'model__bagging_temperature': 0.0}",0.5526315789473685,0.42105263157894735,0.5526315789473685,0.4473684210526316,0.34210526315789475,0.4631578947368421,0.08085416576703801,4,0.5504740111147434,0.43730948994106883,0.5132832080200501,0.4231502669717773,0.3373697654096928,0.45231734829146647,0.07435115031307181,4
30.330795812606812,8.528539109249973,0.007180595397949218,0.006997677678305862,1.0,0.02,7,600,8,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.02, 'model__l2_leaf_reg': 7, 'model__iterations': 600, 'model__depth': 8, 'model__bagging_temperature': 0.5}",0.47368421052631576,0.4473684210526316,0.5263157894736842,0.42105263157894735,0.34210526315789475,0.44210526315789467,0.06092545738310644,9,0.4777853725222146,0.4608557593077716,0.5070333491386123,0.3705216399458735,0.30420259155089235,0.42407974249307295,0.0753087944818606,9
5.114886665344239,1.86677165014209,0.005314683914184571,0.006395000741155083,0.0,0.05,5,600,6,0.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 600, 'model__depth': 6, 'model__bagging_temperature': 0.0}",0.5263157894736842,0.4473684210526316,0.631578947368421,0.5,0.2631578947368421,0.47368421052631576,0.12116699403390882,3,0.5372308612440191,0.4717676124878341,0.5908521303258144,0.4729166666666667,0.23145135566188202,0.46084372527724327,0.12298221528970171,2
0.8799317836761474,0.3917016263708617,0.009008264541625977,0.006921669500285481,0.0,0.05,7,200,4,1.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 7, 'model__iterations': 200, 'model__depth': 4, 'model__bagging_temperature': 1.0}",0.47368421052631576,0.631578947368421,0.5789473684210527,0.47368421052631576,0.34210526315789475,0.5,0.09986139979479092,1,0.4694291141323044,0.6377196210991225,0.5577910292973813,0.4313450292397661,0.3195534290271132,0.4831676445591375,0.10871881640562162,1
99.12813634872437,36.036937790448256,0.008374881744384766,0.008550680209320469,1.0,0.1,5,600,10,1.0,"{'model__random_strength': 1.0, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 5, 'model__iterations': 600, 'model__depth': 10, 'model__bagging_temperature': 1.0}",0.42105263157894735,0.4473684210526316,0.5263157894736842,0.4473684210526316,0.4473684210526316,0.4578947368421053,0.03569647359539614,5,0.42652084757347913,0.46274593366006106,0.4947368421052632,0.40650969529085873,0.43564750692520776,0.44523216511097397,0.030655680969753626,5
