mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__reg_alpha,param_model__n_estimators,param_model__min_child_weight,param_model__max_depth,param_model__learning_rate,param_model__gamma,param_model__colsample_bytree,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.8633092403411865,0.487121610769677,0.012197732925415039,0.006920441651888946,0.7,1.0,0.0,600,3,7,0.05,0.1,0.7,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 600, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__gamma': 0.1, 'model__colsample_bytree': 0.7}",0.4473684210526316,0.6052631578947368,0.6052631578947368,0.4473684210526316,0.2894736842105263,0.47894736842105257,0.11815760168759815,6,0.4414864913479872,0.613428123123414,0.5812447786131997,0.4191426146010187,0.2553733031674208,0.4621350621706082,0.12814199456434008,6
1.5999435901641845,0.8862245558397733,0.009500455856323243,0.007757811815439424,1.0,2.0,1.0,600,3,4,0.02,0.0,0.7,"{'model__subsample': 1.0, 'model__reg_lambda': 2.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 600, 'model__min_child_weight': 3, 'model__max_depth': 4, 'model__learning_rate': 0.02, 'model__gamma': 0.0, 'model__colsample_bytree': 0.7}",0.47368421052631576,0.5263157894736842,0.5789473684210527,0.4473684210526316,0.34210526315789475,0.47368421052631576,0.07981974151633212,7,0.47368421052631576,0.5355434039644567,0.5535016691526387,0.4204476709013914,0.3177708978328173,0.460189570475524,0.08535801097750192,8
0.9407572269439697,0.529384914514684,0.009520626068115235,0.00777457295396606,1.0,2.0,0.01,400,3,4,0.03,0.3,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 2.0, 'model__reg_alpha': 0.01, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 4, 'model__learning_rate': 0.03, 'model__gamma': 0.3, 'model__colsample_bytree': 1.0}",0.5526315789473685,0.5789473684210527,0.5526315789473685,0.4473684210526316,0.3157894736842105,0.4894736842105264,0.0979003959880962,1,0.5483445455744624,0.5842555105713001,0.5280630726614106,0.429406850459482,0.2851359167148641,0.4750411791963038,0.10794348110385178,1
0.4459071636199951,0.25773109504380254,0.002956104278564453,0.005912208557128906,0.85,5.0,0.01,200,3,7,0.1,0.3,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__gamma': 0.3, 'model__colsample_bytree': 0.85}",0.5,0.5789473684210527,0.5789473684210527,0.4473684210526316,0.3157894736842105,0.4842105263157895,0.0979003959880962,3,0.49625858905637293,0.5842555105713001,0.5370883348722684,0.4191426146010187,0.28408668730650155,0.46416634728149225,0.1050949626168294,4
0.511487340927124,0.3052919123977253,0.007365894317626953,0.007227094710802329,0.85,0.5,0.1,400,8,5,0.05,0.0,0.7,"{'model__subsample': 0.85, 'model__reg_lambda': 0.5, 'model__reg_alpha': 0.1, 'model__n_estimators': 400, 'model__min_child_weight': 8, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__gamma': 0.0, 'model__colsample_bytree': 0.7}",0.4473684210526316,0.5789473684210527,0.6052631578947368,0.4473684210526316,0.34210526315789475,0.4842105263157895,0.09647527778854399,3,0.4473684210526316,0.5892806703700216,0.5724944545271223,0.4191426146010187,0.3173672302929269,0.46913067816874426,0.10111838342678003,3
0.5500678539276123,0.3186786795127396,0.006197929382324219,0.007594488826153495,0.7,2.0,0.01,200,1,7,0.1,0.3,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 2.0, 'model__reg_alpha': 0.01, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__gamma': 0.3, 'model__colsample_bytree': 1.0}",0.5,0.5526315789473685,0.5526315789473685,0.42105263157894735,0.3157894736842105,0.468421052631579,0.09024435894464342,9,0.4944444444444445,0.5609854134784883,0.5148448043184884,0.41174893756129455,0.2829699248120301,0.4529987049229492,0.09779074386973792,10
0.4334881782531738,0.2193376834308036,0.0007692813873291015,0.001538562774658203,0.7,2.0,1.0,200,5,3,0.02,0.1,0.85,"{'model__subsample': 0.7, 'model__reg_lambda': 2.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 200, 'model__min_child_weight': 5, 'model__max_depth': 3, 'model__learning_rate': 0.02, 'model__gamma': 0.1, 'model__colsample_bytree': 0.85}",0.42105263157894735,0.631578947368421,0.6052631578947368,0.47368421052631576,0.2631578947368421,0.4789473684210527,0.13356397410999496,5,0.4214285714285714,0.6451652386780906,0.5636434983077452,0.4581222276653,0.21673976608187134,0.46101986043231563,0.14538896953796687,7
0.4362429141998291,0.22039002900313923,0.006958484649658203,0.007044376668557846,0.85,2.0,0.01,400,5,3,0.1,0.1,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 2.0, 'model__reg_alpha': 0.01, 'model__n_estimators': 400, 'model__min_child_weight': 5, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__gamma': 0.1, 'model__colsample_bytree': 0.85}",0.3684210526315789,0.5526315789473685,0.6052631578947368,0.47368421052631576,0.3684210526315789,0.47368421052631576,0.09561001118202607,7,0.3642552326762853,0.5595383808358104,0.5897435897435898,0.455535390199637,0.349836080099238,0.4637817347109121,0.09797230548506292,5
0.7683876037597657,0.4163020384133826,0.008165264129638672,0.007510038576661901,1.0,5.0,0.01,400,5,3,0.05,0.0,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__n_estimators': 400, 'model__min_child_weight': 5, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__gamma': 0.0, 'model__colsample_bytree': 1.0}",0.47368421052631576,0.5789473684210527,0.6052631578947368,0.47368421052631576,0.3157894736842105,0.4894736842105264,0.1020564180508701,1,0.47218045112781953,0.585916161400926,0.5897435897435898,0.4385964912280702,0.28776196713503216,0.4748397321270875,0.11122913653903765,2
0.3242798805236816,0.20080338668307463,0.004409360885620117,0.006262436372042339,0.7,1.0,1.0,200,8,7,0.05,0.1,0.7,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 200, 'model__min_child_weight': 8, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__gamma': 0.1, 'model__colsample_bytree': 0.7}",0.42105263157894735,0.6052631578947368,0.5789473684210527,0.42105263157894735,0.2894736842105263,0.4631578947368421,0.11602846150025581,10,0.4282682512733446,0.6244544287548138,0.5577910292973813,0.39488112094593236,0.2711020811833505,0.4552993822909645,0.12444087876068083,9
